Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Type of Contract (USAspending),Performance Based Contract (USAspending),Contract Start Date (USAspending),Contract End Date (USAspending),Contract Compete (USAspending)
024-000005439,138,24,Department of Homeland Security,,,,31/03/2015,
024-000005439,138,24,Department of Homeland Security,,,,23/06/2016,
024-000005439,138,24,Department of Homeland Security,,,,30/06/2017,
024-000005439,138,24,Department of Homeland Security,,,,27/03/2016,
024-000005439,138,24,Department of Homeland Security,,,,,
024-000005439,138,24,Department of Homeland Security,,,,10/02/2015,
024-000005439,138,24,Department of Homeland Security,,,,30/09/2016,
024-000005439,138,24,Department of Homeland Security,,,,24/01/2018,
024-000005439,138,24,Department of Homeland Security,,,,08/12/2018,
024-000005439,138,24,Department of Homeland Security,,,,31/12/2017,
024-000005439,138,24,Department of Homeland Security,,,,10/02/2015,
024-000005439,138,24,Department of Homeland Security,,,,31/03/2018,
024-000005439,138,24,Department of Homeland Security,,,,25/04/2015,
024-000005439,138,24,Department of Homeland Security,,,,07/05/2015,
024-000005439,138,24,Department of Homeland Security,,,,16/04/2016,
024-000005439,138,24,Department of Homeland Security,,,,15/05/2015,
024-000005439,138,24,Department of Homeland Security,,,,22/05/2015,
024-000005439,138,24,Department of Homeland Security,,,,24/05/2015,
024-000005439,138,24,Department of Homeland Security,,,,29/09/2019,
024-000005439,138,24,Department of Homeland Security,,,,28/03/2015,
024-000005439,138,24,Department of Homeland Security,,,,27/03/2019,
024-000005439,138,24,Department of Homeland Security,,,,,
024-000005439,138,24,Department of Homeland Security,,,,14/10/2015,
024-000005439,138,24,Department of Homeland Security,,,,31/05/2016,
024-000005439,138,24,Department of Homeland Security,,,,14/07/2016,
024-000005439,138,24,Department of Homeland Security,,,,06/11/2015,
024-000005439,138,24,Department of Homeland Security,,,,01/07/2015,
024-000005439,138,24,Department of Homeland Security,,,,26/06/2020,
024-000005439,138,24,Department of Homeland Security,,,,31/07/2016,
024-000005439,138,24,Department of Homeland Security,,,,,
024-000005439,138,24,Department of Homeland Security,,,,,
024-000005439,138,24,Department of Homeland Security,,,,,
024-000005439,138,24,Department of Homeland Security,,,,,
024-000005439,138,24,Department of Homeland Security,,,,,
024-000005439,138,24,Department of Homeland Security,,,,,
024-000001080,139,24,Department of Homeland Security,,,,,
024-000001080,139,24,Department of Homeland Security,,,,,
024-000001080,139,24,Department of Homeland Security,,,,,
024-000005397,141,24,Department of Homeland Security,,,,28/02/2020,
024-000005397,141,24,Department of Homeland Security,,,,,
024-000005397,141,24,Department of Homeland Security,,,,,
024-000005363,143,24,Department of Homeland Security,,,,31/12/2018,
024-000005363,143,24,Department of Homeland Security,,,,15/09/2016,
024-000005363,143,24,Department of Homeland Security,,,,30/04/2016,
024-000005363,143,24,Department of Homeland Security,,,,30/07/2018,
024-000005363,143,24,Department of Homeland Security,,,,29/09/2016,
024-000005363,143,24,Department of Homeland Security,,,,29/09/2016,
024-000005363,143,24,Department of Homeland Security,,,,08/03/2016,
024-000005363,143,24,Department of Homeland Security,,,,07/05/2020,
024-000005363,143,24,Department of Homeland Security,,,,31/10/2018,
024-000005363,143,24,Department of Homeland Security,,,,24/09/2020,
024-000005363,143,24,Department of Homeland Security,,,,20/09/2020,
024-000005363,143,24,Department of Homeland Security,,,,29/03/2021,
024-000005363,143,24,Department of Homeland Security,,,,29/03/2021,
024-000005363,143,24,Department of Homeland Security,,,,29/03/2021,
024-000009538,144,24,Department of Homeland Security,Firm Fixed Price,N,01/04/2004,31/03/2014,N
024-000009538,144,24,Department of Homeland Security,,,,,
024-000009538,144,24,Department of Homeland Security,Cost Plus Fixed Fee,N,25/01/2013,27/07/2015,N
024-000009538,144,24,Department of Homeland Security,Firm Fixed Price,N,01/04/2014,31/03/2024,N
024-000009538,144,24,Department of Homeland Security,Firm Fixed Price,N,30/05/2014,31/03/2024,N
024-000009538,144,24,Department of Homeland Security,Firm Fixed Price,N,29/07/2014,31/03/2024,N
024-000009538,144,24,Department of Homeland Security,,N,27/07/2015,27/01/2017,N
024-000009508,145,24,Department of Homeland Security,,,,30/09/2016,
024-000009508,145,24,Department of Homeland Security,,,,,
024-000009508,145,24,Department of Homeland Security,,,,,
024-000009508,145,24,Department of Homeland Security,,,,,
024-000009508,145,24,Department of Homeland Security,,,,,
024-000009508,145,24,Department of Homeland Security,,,,,
024-000009508,145,24,Department of Homeland Security,,,,,
024-000009508,145,24,Department of Homeland Security,,,,,
024-000009508,145,24,Department of Homeland Security,,,,23/07/2017,
024-000009508,145,24,Department of Homeland Security,,,,,
024-000009508,145,24,Department of Homeland Security,,,,,
024-000009508,145,24,Department of Homeland Security,,,,,
024-000009508,145,24,Department of Homeland Security,,,,03/12/2016,
024-000009520,146,24,Department of Homeland Security,,,,17/08/2019,
024-000009560,151,24,Department of Homeland Security,,,,,
024-000009560,151,24,Department of Homeland Security,,,,,
024-000009560,151,24,Department of Homeland Security,,,,,
024-000009560,151,24,Department of Homeland Security,,,,30/06/2016,
024-000009560,151,24,Department of Homeland Security,,,,,
024-000009560,151,24,Department of Homeland Security,,,,,
024-000009560,151,24,Department of Homeland Security,,,,,
024-000009560,151,24,Department of Homeland Security,,,,,
024-000009560,151,24,Department of Homeland Security,,,,,
024-000009560,151,24,Department of Homeland Security,,,,,
024-000009560,151,24,Department of Homeland Security,,,,,
024-000009560,151,24,Department of Homeland Security,,,,,
024-000009560,151,24,Department of Homeland Security,,,,,
024-000009560,151,24,Department of Homeland Security,,,,,
024-000009561,152,24,Department of Homeland Security,,,,,
024-000009561,152,24,Department of Homeland Security,,,,,
024-000009561,152,24,Department of Homeland Security,,,,,
024-000009561,152,24,Department of Homeland Security,,,,,
024-000009561,152,24,Department of Homeland Security,,,,,
024-000000591,154,24,Department of Homeland Security,Firm Fixed Price,N,01/07/2008,31/12/2015,N
024-000000591,154,24,Department of Homeland Security,,,,,
024-000000591,154,24,Department of Homeland Security,,,,,
024-000000591,154,24,Department of Homeland Security,,,,,
024-000001226,155,24,Department of Homeland Security,,,,,
024-000001226,155,24,Department of Homeland Security,,,,,
024-000001226,155,24,Department of Homeland Security,,,,,
024-000001226,155,24,Department of Homeland Security,,,,,
024-000001226,155,24,Department of Homeland Security,,,,,
024-000001226,155,24,Department of Homeland Security,,,,,
024-000001110,157,24,Department of Homeland Security,,,,,
024-000001110,157,24,Department of Homeland Security,,,,,
024-000007127,161,24,Department of Homeland Security,,,,,
024-000007127,161,24,Department of Homeland Security,,,,,
024-000007101,162,24,Department of Homeland Security,,,,14/12/2016,
024-000007101,162,24,Department of Homeland Security,,,,14/12/2016,
024-000007101,162,24,Department of Homeland Security,,,,14/12/2016,
024-000007101,162,24,Department of Homeland Security,,,,14/12/2016,
024-000007101,162,24,Department of Homeland Security,,,,14/12/2016,
024-000007101,162,24,Department of Homeland Security,,,,14/12/2016,
024-000007101,162,24,Department of Homeland Security,,,,14/12/2016,
024-000007591,163,24,Department of Homeland Security,,,,,
024-000007591,163,24,Department of Homeland Security,,,,,
024-000007591,163,24,Department of Homeland Security,,,,,
024-000007591,163,24,Department of Homeland Security,,,,,
024-000007591,163,24,Department of Homeland Security,,,,,
024-000007591,163,24,Department of Homeland Security,,,,,
024-000007591,163,24,Department of Homeland Security,,,,16/12/2016,
024-000007591,163,24,Department of Homeland Security,,,,31/08/2019,
024-000007591,163,24,Department of Homeland Security,,,,30/11/2015,
024-000007591,163,24,Department of Homeland Security,,,,04/10/2014,
024-000007591,163,24,Department of Homeland Security,,,,30/08/2016,
024-000007591,163,24,Department of Homeland Security,,,,23/09/2017,
024-000007591,163,24,Department of Homeland Security,,,,24/09/2015,
024-000007591,163,24,Department of Homeland Security,,,,30/11/2016,
024-000007591,163,24,Department of Homeland Security,,,,22/06/2016,
024-000007591,163,24,Department of Homeland Security,,,,,
024-000007591,163,24,Department of Homeland Security,,,,16/09/2016,
024-000007591,163,24,Department of Homeland Security,,,,18/12/2016,
024-000007591,163,24,Department of Homeland Security,,,,14/12/2016,
024-000007591,163,24,Department of Homeland Security,,,,14/12/2016,
024-000007591,163,24,Department of Homeland Security,,,,28/03/2016,
024-000007591,163,24,Department of Homeland Security,,,,30/09/2016,
024-000007591,163,24,Department of Homeland Security,,,,26/06/2016,
024-000007591,163,24,Department of Homeland Security,,,,31/08/2016,
024-000007591,163,24,Department of Homeland Security,,,,26/03/2016,
024-000007591,163,24,Department of Homeland Security,,,,27/07/2016,
024-000007591,163,24,Department of Homeland Security,,,,28/03/2020,
024-000007591,163,24,Department of Homeland Security,,,,30/10/2015,
024-000007591,163,24,Department of Homeland Security,,,,29/09/2016,
024-000007591,163,24,Department of Homeland Security,,,,,
024-000007591,163,24,Department of Homeland Security,,,,27/09/2016,
024-000007591,163,24,Department of Homeland Security,,,,29/09/2016,
024-000007591,163,24,Department of Homeland Security,,,,24/10/2016,
024-000007591,163,24,Department of Homeland Security,,,,,
024-999990130,165,24,Department of Homeland Security,,,,,
024-999990130,165,24,Department of Homeland Security,,,,,
024-999990130,165,24,Department of Homeland Security,,,,,
024-999990130,165,24,Department of Homeland Security,,,,,
024-999990130,165,24,Department of Homeland Security,,,,,
024-999990130,165,24,Department of Homeland Security,,,,,
024-999990130,165,24,Department of Homeland Security,,,,,
024-999990130,165,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,28/03/2014,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,10/08/2009,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,26/08/2010,
024-999994100,166,24,Department of Homeland Security,,,,08/09/2009,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,14/12/2012,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,14/12/2016,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,10/02/2011,
024-999994100,166,24,Department of Homeland Security,,,,30/11/2012,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,08/07/2010,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,25/09/2013,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,,
024-999994100,166,24,Department of Homeland Security,,,,,
024-000007001,167,24,Department of Homeland Security,,,,14/12/2016,
024-000007001,167,24,Department of Homeland Security,,,,28/09/2015,
024-000007001,167,24,Department of Homeland Security,,,,29/09/2017,
024-000007001,167,24,Department of Homeland Security,,,,29/09/2016,
024-000007001,167,24,Department of Homeland Security,,,,14/09/2016,
024-000007001,167,24,Department of Homeland Security,,,,,
024-000007333,168,24,Department of Homeland Security,,,,30/08/2016,
024-000007333,168,24,Department of Homeland Security,,,,,
024-000005628,170,24,Department of Homeland Security,,,,31/05/2016,
024-000005628,170,24,Department of Homeland Security,,,,12/01/2017,
024-000005624,171,24,Department of Homeland Security,Time and Materials,N,02/09/2011,01/09/2016,N
024-000005624,171,24,Department of Homeland Security,Time and Materials,N,21/09/2012,31/10/2015,N
024-000005624,171,24,Department of Homeland Security,,,,,
024-000005624,171,24,Department of Homeland Security,,,,19/05/2017,
024-000005624,171,24,Department of Homeland Security,,N,25/09/2014,17/08/2016,N
024-000005624,171,24,Department of Homeland Security,Firm Fixed Price,N,29/09/2014,28/09/2019,N
024-000005624,171,24,Department of Homeland Security,Labor Hours,N,01/10/2014,30/09/2016,N
024-000005624,171,24,Department of Homeland Security,,N,01/01/2015,31/12/2015,N
024-000005624,171,24,Department of Homeland Security,,N,16/07/2015,27/06/2016,N
024-000005624,171,24,Department of Homeland Security,,N,26/08/2015,25/06/2017,N
024-000005624,171,24,Department of Homeland Security,,N,12/08/2015,11/02/2017,N
024-000005624,171,24,Department of Homeland Security,,N,03/09/2015,02/09/2016,N
024-000005624,171,24,Department of Homeland Security,,N,01/01/2016,31/12/2016,N
024-000005605,172,24,Department of Homeland Security,,,,31/03/2018,
024-000005605,172,24,Department of Homeland Security,,,,09/11/2015,
024-000005605,172,24,Department of Homeland Security,,,,19/08/2016,
024-000005605,172,24,Department of Homeland Security,,,,16/11/2017,
024-000005605,172,24,Department of Homeland Security,,,,31/03/2017,
024-000005605,172,24,Department of Homeland Security,,,,27/11/2019,
024-000005605,172,24,Department of Homeland Security,,,,29/08/2018,
024-000005605,172,24,Department of Homeland Security,,,,16/09/2018,
024-000005605,172,24,Department of Homeland Security,,,,25/05/2016,
024-000005605,172,24,Department of Homeland Security,,,,31/08/2020,
024-000005605,172,24,Department of Homeland Security,,,,03/11/2019,
024-000005605,172,24,Department of Homeland Security,,,,30/08/2015,
024-000005605,172,24,Department of Homeland Security,,,,14/08/2015,
024-000005605,172,24,Department of Homeland Security,,,,25/06/2017,
024-000005605,172,24,Department of Homeland Security,,,,,
024-000005605,172,24,Department of Homeland Security,,,,14/07/2016,
024-000005605,172,24,Department of Homeland Security,,,,14/09/2015,
024-000005605,172,24,Department of Homeland Security,,,,,
024-000005605,172,24,Department of Homeland Security,,,,18/10/2015,
024-000005605,172,24,Department of Homeland Security,,,,20/10/2015,
024-000005605,172,24,Department of Homeland Security,,,,,
024-000005605,172,24,Department of Homeland Security,,,,,
024-000005605,172,24,Department of Homeland Security,,,,04/09/2015,
024-000005605,172,24,Department of Homeland Security,,,,,
024-000005605,172,24,Department of Homeland Security,,,,,
024-000005664,173,24,Department of Homeland Security,,,,28/02/2017,
024-000005664,173,24,Department of Homeland Security,,,,30/09/2018,
024-000005664,173,24,Department of Homeland Security,,,,24/11/2020,
024-000005664,173,24,Department of Homeland Security,,N,28/09/2015,27/09/2020,N
024-000005666,174,24,Department of Homeland Security,,N,01/04/2013,,N
024-000005666,174,24,Department of Homeland Security,,N,01/04/2013,,N
024-000005666,174,24,Department of Homeland Security,,N,01/04/2013,,N
024-000005666,174,24,Department of Homeland Security,,N,20/06/2013,,N
024-000005666,174,24,Department of Homeland Security,Time and Materials,N,19/09/2011,16/09/2016,N
024-000005666,174,24,Department of Homeland Security,,N,20/09/2014,19/09/2019,N
